
^_^相信自己，每多一次失败就离成功更近了一步^_^数据增强类型:A-origin
最大序列长度:190
轮数:10.000000

test acc:[0.6592592592592592, 0.75, 0.7759259259259259, 0.7777777777777778, 0.8185185185185185, 0.8111111111111111, 0.8055555555555556, 0.812962962962963, 0.8203703703703704, 0.8185185185185185]
test wf1:[0.659592037101629, 0.7508315854876747, 0.7710411660616202, 0.7730750018872136, 0.8177308473571367, 0.8090122260844239, 0.8002650659871391, 0.8086424226563732, 0.8169032418604396, 0.8146779182078913]
test mf1:[0.6534356470177887, 0.7497519832756058, 0.7636641817767504, 0.7658248890559274, 0.8135674426469759, 0.8038349763519289, 0.7933967111088439, 0.8023734033879881, 0.8112017416441091, 0.8087569927290074]
valid acc:[0.7403651115618661, 0.7991886409736308, 0.8296146044624746, 0.8417849898580122, 0.821501014198783, 0.8255578093306288, 0.8336713995943205, 0.8377281947261663, 0.8336713995943205, 0.8356997971602435]
valid wf1:[0.7422367586815182, 0.8014913146530361, 0.8279594918540151, 0.841328299743442, 0.8223508643188946, 0.8253966235413229, 0.8320556944289196, 0.8367348671424356, 0.8330184507721616, 0.8347866723749777]
valid mf1:[0.7324106113033448, 0.7969294139674218, 0.8183046683046682, 0.8333362227384626, 0.8149146757679181, 0.8169343696027634, 0.8226307476307476, 0.8280432507847924, 0.8244484974813271, 0.8260704812428951]
train acc:[0.7388677556500336, 0.8196464533452674, 0.9257104497650481, 0.9715820093980756, 0.9888118147236519, 0.9950771984784068, 0.9979861266502573, 0.9986574177668383, 0.9991049451778922, 0.9991049451778922]
train wf1:[0.7404948777668233, 0.8212080501618095, 0.9252972357641186, 0.971595673285837, 0.9888270462099249, 0.9950789265004694, 0.9979858578438598, 0.9986571785273827, 0.999104865631671, 0.999104865631671]
train mf1:[0.7328267276805156, 0.8186756507615995, 0.9220929490114569, 0.9705361008985258, 0.9884210319039565, 0.9948946761480566, 0.9979094272248492, 0.9986061607135059, 0.9990709391684478, 0.9990709391684478]
train loss:[0.5281920407054036, 0.5281920407054036, 0.38239135291953846, 0.38239135291953846, 0.22196342410729641, 0.22196342410729641, 0.11379771034045008, 0.11379771034045008, 0.03863611961036008, 0.03863611961036008, 0.015477533962597158, 0.015477533962597158, 0.005633640353522498, 0.005633640353522498, 0.003393223164580206, 0.003393223164580206, 0.0026688589905803084, 0.0026688589905803084, 0.002507802231804999, 0.002507802231804999]
test loss:[0.6352904787396684, 0.5136786099961576, 0.4504105375312707, 0.5387803405139815, 0.6037672274978831, 0.8045060236729435, 1.001734615318128, 1.0221810934792088, 1.0474258823421276, 1.0706912627142362]
