
^_^相信自己，每多一次失败就离成功更近了一步^_^数据增强类型:A-origin
最大序列长度:170
轮数:10.000000

test acc:[0.6437847866419295, 0.7495361781076066, 0.7736549165120594, 0.7866419294990723, 0.7977736549165121, 0.8051948051948052, 0.8126159554730983, 0.8200371057513914, 0.8144712430426716, 0.8144712430426716]
test wf1:[0.6254207132462943, 0.75036587192754, 0.765636158529195, 0.7817380554041483, 0.7948174798273852, 0.8029493968250873, 0.8108123938138193, 0.8186245532887587, 0.8122408833116679, 0.8122408833116679]
test mf1:[0.6098326044337203, 0.7468030690537084, 0.7570277859887673, 0.7747187846408258, 0.7889850262731619, 0.7976618222770419, 0.8059360974757683, 0.814141234603011, 0.8071528751753155, 0.8071528751753155]
valid acc:[0.6937119675456389, 0.8174442190669371, 0.8356997971602435, 0.8194726166328601, 0.847870182555781, 0.845841784989858, 0.8438133874239351, 0.847870182555781, 0.8417849898580122, 0.8417849898580122]
valid wf1:[0.6779076315056822, 0.8194316450811818, 0.8320968676599334, 0.8155138422436303, 0.8460982488446559, 0.8445351306508697, 0.843116819830802, 0.8470246966434977, 0.8406333951614944, 0.8406333951614944]
valid mf1:[0.6523775502103676, 0.8142146517937896, 0.8212880791590027, 0.8036375190759413, 0.8372385802890308, 0.8359602115512592, 0.8349901979109162, 0.8389541492989768, 0.8319964349376114, 0.8319964349376114]
train acc:[0.7216379503244573, 0.8581338106959051, 0.9185500111881852, 0.9684493175206982, 0.9908256880733946, 0.9950771984784068, 0.9966435444170956, 0.9975385992392034, 0.9988811814723652, 0.9988811814723652]
train wf1:[0.7093844026595573, 0.8592343153182026, 0.9175962381739978, 0.9683951479949626, 0.9908219866526683, 0.9950763212670701, 0.9966436930033828, 0.9975389253040184, 0.9988809319515637, 0.9988809319515637]
train mf1:[0.6907196238057005, 0.8555385261732428, 0.9136848517263922, 0.9671463208205733, 0.9904711742216163, 0.9948892559495219, 0.9965169489002345, 0.9974462142082836, 0.99883836370284, 0.99883836370284]
train loss:[0.5693956266868733, 0.5693956266868733, 0.37654389826204354, 0.37654389826204354, 0.21272142026706703, 0.21272142026706703, 0.09461496758136452, 0.09461496758136452, 0.03988198247843977, 0.03988198247843977, 0.016992220258407298, 0.016992220258407298, 0.008387368452303739, 0.008387368452303739, 0.005189279071976887, 0.005189279071976887, 0.0030866599696043177, 0.0030866599696043177, 0.002814274778931043, 0.002814274778931043]
test loss:[0.6602582725531915, 0.5209999567664721, 0.47152627566281485, 0.5926056071663933, 0.7423803271359408, 1.0127515203091795, 0.9448236780697377, 1.019640924918349, 1.108879495960376, 1.1253543255674339]
